game_id,draw_id,machine_id,ball_set_id,venue_id,source_record_id,draw_local_datetime,timezone,draw_datetime_utc,city,country,latitude,longitude,temperature_c,main_numbers,bonus_numbers,weather_observed_at,weather_match_difference,record_status,source_confidence,retrieved_at,schema_version,time_basis,location_confidence
2,THUNDERBALL-3890,Excalibur4,T2,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3890,2026-04-21T20:00:00+01:00,Europe/London,2026-04-21T19:00:00+00:00,London,GB,51.5074,-0.1278,10.6,"3, 7, 24, 31, 35",2,2026-04-21T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3889,Excalibur4,T1,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3889,2026-04-18T20:00:00+01:00,Europe/London,2026-04-18T19:00:00+00:00,London,GB,51.5074,-0.1278,14.8,"2, 9, 15, 28, 33",5,2026-04-18T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3888,Excalibur4,T1,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3888,2026-04-17T20:00:00+01:00,Europe/London,2026-04-17T19:00:00+00:00,London,GB,51.5074,-0.1278,15,"1, 8, 9, 23, 38",14,2026-04-17T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3887,Excalibur4,T1,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3887,2026-04-15T20:00:00+01:00,Europe/London,2026-04-15T19:00:00+00:00,London,GB,51.5074,-0.1278,13.5,"1, 5, 17, 34, 35",8,2026-04-15T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3886,Excalibur4,T6,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3886,2026-04-14T20:00:00+01:00,Europe/London,2026-04-14T19:00:00+00:00,London,GB,51.5074,-0.1278,14.4,"7, 16, 24, 31, 39",6,2026-04-14T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3885,Excalibur6,T6,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3885,2026-04-11T20:00:00+01:00,Europe/London,2026-04-11T19:00:00+00:00,London,GB,51.5074,-0.1278,9.7,"6, 10, 11, 29, 38",12,2026-04-11T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3884,Excalibur6,T6,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3884,2026-04-10T20:00:00+01:00,Europe/London,2026-04-10T19:00:00+00:00,London,GB,51.5074,-0.1278,10.4,"11, 14, 16, 26, 31",14,2026-04-10T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3883,Excalibur6,T6,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3883,2026-04-08T20:00:00+01:00,Europe/London,2026-04-08T19:00:00+00:00,London,GB,51.5074,-0.1278,22.7,"7, 10, 17, 31, 33",11,2026-04-08T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3882,Excalibur6,T6,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3882,2026-04-07T20:00:00+01:00,Europe/London,2026-04-07T19:00:00+00:00,London,GB,51.5074,-0.1278,15.6,"1, 2, 5, 7, 35",7,2026-04-07T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
2,THUNDERBALL-3881,Excalibur6,T5,2,https://www.national-lottery.co.uk/results/thunderball/draw-details?drawNo=3881,2026-04-04T20:00:00+01:00,Europe/London,2026-04-04T19:00:00+00:00,London,GB,51.5074,-0.1278,13,"6, 13, 17, 19, 38",1,2026-04-04T19:00,0,verified,Open-Meteo,9/14/2026 9:49,v1.0.0,scheduled_time,verified_venue
